#Acq. time (s)=	3
#Accumulations=	10
#Range (cm-¹)=	100...3500
#Windows=	6
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	ARAMIS
#Detector=	Andor CCD
#Objective=	x50 SLWD
#Grating=	1800
#Filter=	100%
#Laser (nm)=	532
#Slit=	150
#Hole=	400
#Location=	Micro
#Range=	VIS
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	-7075
#Y (µm)=	-11616.5
#Z (µm)=	507.4
#Project=	
#Sample=	
#Site=	
#Title=	Oxidised MWCNTs 30_2
#Remark=	
#Date=	06.03.2020 12:28
#Acquired=	06.03.2020 12:28:51
100.291	252.222
101.183	254.108
102.074	244.994
102.968	255.436
103.86	259.878
104.751	268.986
105.643	258.983
106.536	258.758
107.427	259.867
108.318	257.531
109.209	262.417
110.102	260.525
110.993	274.522
111.884	270.742
112.775	273.072
113.665	285.403
114.556	280.4
115.446	283.064
116.337	278.728
117.227	274.725
118.119	265.389
119.009	258.053
119.899	256.272
120.789	263.603
121.679	253.711
122.567	253.708
123.456	243.483
124.346	240.814
125.235	240.144
126.125	246.253
127.014	252.694
127.903	257.803
128.793	248.133
129.682	248.575
130.569	252.794
131.457	271.125
132.346	269.455
133.235	266.897
134.122	240.339
135.01	236.447
135.899	221.778
136.787	235.108
137.673	227.105
138.561	223.88
139.45	206.878
140.336	209.542
141.224	211.317
142.109	203.536
142.997	198.978
143.885	203.753
144.77	210.417
145.658	211.192
146.543	206.411
147.431	203.63
148.316	197.961
149.203	204.958
150.088	204.955
150.975	204.064
151.86	209.839
152.745	205.503
153.632	212.278
154.516	205.275
155.401	197.383
156.287	198.603
157.172	201.489
158.056	203.264
158.942	199.928
159.826	201.814
160.71	207.922
161.594	201.697
162.48	200.139
163.364	192.025
164.247	198.578
165.131	187.797
166.015	190.239
166.898	191.569
167.783	197.122
168.667	199.008
169.55	203.672
170.433	195.558
171.316	197.333
172.199	192.108
173.082	201.883
173.964	203.547
174.847	195.989
175.73	193.319
176.612	194.761
177.495	194.647
178.377	191.533
179.257	189.53
180.139	187.639
181.021	186.525
181.903	191.411
182.785	192.853
183.667	192.961
184.549	192.514
185.428	192.622
186.31	191.73
187.191	193.283
188.073	193.28
188.952	187.5
189.833	185.719
190.714	187.716
191.593	193.491
192.474	185.155
193.355	184.153
194.234	186.816
195.115	186.48
195.993	188.255
196.874	186.808
197.752	185.139
198.633	188.58
199.511	188.578
200.391	189.686
201.269	191.016
202.149	182.903
203.027	181.455
203.907	182.675
204.785	182.116
205.665	191.003
206.542	187.555
207.42	189.33
208.299	188.105
209.176	184.325
210.054	181.1
210.933	182.764
211.81	187.539
212.687	178.314
213.564	183.978
214.441	180.641
215.319	191.083
216.196	184.858
217.073	183.966
217.949	177.741
218.826	184.516
219.702	183.069
220.58	187.955
221.456	177.841
222.332	185.061
223.208	187.169
224.084	181.833
224.96	185.608
225.836	185.383
226.711	185.602
227.587	183.711
228.462	187.597
229.338	180.261
230.213	180.591
231.086	187.589
231.962	189.697
232.837	184.805
233.712	189.358
234.586	186.244
235.461	189.575
236.334	185.016
237.209	186.236
238.083	190.455
238.958	192.119
239.83	189.339
240.704	183.891
241.579	181
242.453	192.775
243.325	181.994
