#Acq. time (s)=	3
#Accumulations=	10
#Range (cm-¹)=	100...3500
#Windows=	6
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	ARAMIS
#Detector=	Andor CCD
#Objective=	x50 SLWD
#Grating=	1800
#Filter=	100%
#Laser (nm)=	532
#Slit=	150
#Hole=	400
#Location=	Micro
#Range=	VIS
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	-7965.4
#Y (µm)=	-9947.55
#Z (µm)=	519.45
#Project=	
#Sample=	
#Site=	
#Title=	Oxidised MWCNTs 30_1
#Remark=	
#Date=	06.03.2020 12:24
#Acquired=	06.03.2020 12:24:08
100.291	292.778
101.183	304.33
102.074	301.438
102.968	315.88
103.86	318.766
104.751	327.096
105.643	328.76
106.536	318.535
107.427	307.198
108.318	311.973
109.209	311.97
110.102	326.078
110.993	324.742
111.884	328.628
112.775	338.958
113.665	345.51
114.556	340.396
115.446	349.616
116.337	335.501
117.227	337.276
118.119	327.607
119.009	321.826
119.899	331.934
120.789	327.598
121.679	334.817
122.567	315.703
123.456	316.7
124.346	303.141
125.235	313.694
126.125	312.357
127.014	317.799
127.903	320.796
128.793	323.904
129.682	327.456
130.569	321.676
131.457	337.45
132.346	343.336
133.235	333.444
134.122	322.219
135.01	298.661
135.899	294.102
136.787	291.877
137.673	283.652
138.561	290.204
139.45	271.646
140.336	265.309
141.224	272.862
142.109	274.748
142.997	271.411
143.885	277.742
144.77	272.961
145.658	266.847
146.543	270.733
147.431	260.174
148.316	276.06
149.203	267.168
150.088	277.498
150.975	267.162
151.86	274.826
152.745	278.045
153.632	266.598
154.516	265.706
155.401	259.48
156.287	271.144
157.172	266.586
158.056	252.471
158.942	268.691
159.826	261.354
160.71	270.24
161.594	264.793
162.48	266.345
163.364	267.676
164.247	256.228
165.131	266.336
166.015	264.222
166.898	263.33
167.783	264.105
168.667	264.435
169.55	261.321
170.433	255.652
171.316	257.204
172.199	265.09
173.082	251.865
173.964	256.862
174.847	252.97
175.73	257.856
176.612	259.186
177.495	252.516
178.377	253.513
179.257	258.399
180.139	257.174
181.021	248.727
181.903	254.724
182.785	251.721
183.667	252.162
184.549	260.604
185.428	251.934
186.31	246.375
187.191	245.706
188.073	245.369
188.952	253.811
189.833	248.586
190.714	246.36
191.593	245.913
192.474	253.576
193.355	247.351
194.234	249.015
195.115	249.345
195.993	241.231
196.874	245.673
197.752	245.781
198.633	245.444
199.511	245.441
200.391	249.327
201.269	242.435
202.149	244.655
203.027	247.874
203.907	242.871
204.785	244.757
205.665	239.42
206.542	242.751
207.42	247.748
208.299	243.522
209.176	242.742
210.054	245.961
210.933	245.847
211.81	241.288
212.687	243.174
213.564	242.504
214.441	239.39
215.319	241.61
216.196	250.495
217.073	238.048
217.949	242.6
218.826	236.375
219.702	243.261
220.58	240.814
221.456	239.255
222.332	247.03
223.208	242.027
224.084	234.468
224.96	235.91
225.836	232.573
226.711	245.126
227.587	242.456
228.462	242.564
229.338	243.561
230.213	239.558
231.086	236.889
231.962	245.441
232.837	234.216
233.712	239.213
234.586	242.432
235.461	243.763
236.334	240.871
237.209	246.201
238.083	244.531
238.958	247.084
239.83	242.192
240.704	235.411
241.579	242.186
242.453	246.739
243.325	245.624
244.199	245.177
245.071	244.841
245.944	234.615
246.818	247.946
247.69	239.832
248.563	247.718
249.435	232.603
250.308	244.489
251.179	241.486
252.053	239.706
252.924	242.925
253.797	234.588
254.668	240.252
255.541	241.582
256.411	247.913
257.282	244.132
258.155	245.018
259.025	250.682
259.896	245.234
260.768	238.12
261.638	237.895
262.509	248.558
263.381	251.778
264.251	244.664
265.121	239.105
265.991	248.102
266.862	242.766
267.732	243.096
268.602	242.093
269.471	245.757
270.341	242.42
271.21	239.417
272.079	242.414
272.949	247.411
273.818	251.853
274.689	248.627
275.558	249.847
276.427	241.955
277.295	244.396
278.162	250.727
279.031	247.946
279.899	248.054
280.768	252.162
281.636	244.159
282.504	240.045
283.373	245.486
284.241	245.817
285.109	249.369
285.975	253.033
286.843	241.808
287.71	248.582
288.578	247.691
289.446	244.576
290.311	243.573
291.179	238.348
292.046	241.79
292.911	242.009
293.779	245.228
294.646	240.669
295.511	243.444
296.378	249.997
297.243	245.66
298.11	249.324
298.976	234.21
299.841	240.985
300.707	238.871
301.572	238.09
302.438	238.42
303.303	231.973
304.169	244.081
305.033	243.967
305.897	237.408
306.763	243.072
307.627	239.18
308.493	240.066
309.356	240.507
310.22	238.727
311.086	240.946
311.949	244.609
312.813	235.162
313.676	235.826
314.541	236.045
315.404	240.264
316.267	239.706
317.13	237.703
317.993	239.588
318.858	235.252
319.721	237.693
320.583	238.802
321.446	242.132
322.309	240.351
323.171	236.015
324.033	229.012
324.896	233.787
325.758	236.117
326.62	236.003
327.482	225.111
328.344	234.219
329.206	231.883
330.067	233.657
330.929	229.099
331.791	237.207
332.652	235.648
333.514	229.868
334.373	226.865
335.234	227.084
336.095	234.414
336.957	227.078
337.818	229.297
338.676	227.516
339.537	233.291
340.398	234.955
341.257	230.618
342.117	222.171
342.978	225.946
343.836	229.498
344.697	235.717
345.557	235.048
346.415	233.6
347.275	232.82
348.133	224.372
348.993	229.036
349.853	235.922
350.711	230.585
351.571	225.916
352.428	226.246
353.286	227.465
354.146	227.684
355.003	229.681
355.862	238.678
356.719	235.009
357.577	231.117
358.436	234.447
359.293	224.555
360.15	230.219
361.008	225.549
361.865	228.991
362.722	220.099
363.578	230.651
364.437	224.537
365.293	227.312
366.15	225.865
367.006	224.639
367.862	222.081
368.72	230.411
369.576	226.742
370.432	225.961
371.288	226.847
372.144	230.621
373	231.396
373.855	230.504
374.711	229.723
375.566	222.498
376.422	233.94
377.277	232.048
378.132	217.934
378.987	225.042
379.842	216.594
380.697	230.258
381.55	226.922
382.405	228.919
383.26	234.249
384.114	231.69
384.969	225.021
385.823	217.24
386.676	228.348
387.53	223.234
388.384	228.453
389.236	224.117
390.091	229.336
390.945	225.555
391.798	233.552
392.65	229.105
393.504	228.213
394.356	232.543
395.209	226.651
396.063	232.648
396.914	225.423
397.768	223.309
398.619	223.528
399.472	226.97
400.323	231.522
401.176	233.519
402.027	229.627
402.878	226.624
403.731	224.066
404.582	232.618
405.434	221.949
406.285	228.057
407.135	228.943
407.988	229.606
408.838	229.048
409.688	226.934
410.538	228.708
411.391	229.261
412.241	230.48
413.091	235.922
413.94	225.474
414.79	226.582
415.642	222.135
416.491	226.799
417.341	238.684
418.19	227.792
419.04	228.234
419.889	229.009
420.738	232.783
421.587	222.114
422.436	235.555
423.285	228.108
424.134	236.883
424.983	232.435
425.832	226.21
426.68	224.985
427.529	232.759
428.378	223.979
429.226	241.642
430.074	227.195
430.92	224.303
